timestamp_s,accel_vehicle_fwd,accel_vehicle_lat,accel_vehicle_up,gyro_vehicle_yaw,gyro_vehicle_pitch,gyro_vehicle_roll,zupt_flag,maneuver_state,gps_lat,gps_lon,gps_alt,gps_speed_mps,gps_accuracy_m,gps_heading_deg,gps_satellites
5.801,0.4033,-1.1447,-0.0215,-0.1218,-0.0006,-0.0092,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.9,0.299,-0.3795,0.0629,-0.0837,0.0859,-0.0393,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.0,-0.2152,-0.4303,-0.5577,-0.1018,-0.06,0.0178,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.1,-0.7632,-0.9401,-0.7591,-0.0508,-0.1051,-0.0297,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.2,-0.6804,-1.347,-0.0023,-0.0683,-0.0392,0.0011,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.3,-1.0813,-1.8476,0.3502,-0.105,-0.1025,0.0009,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.401,-0.8825,-0.9866,-0.0069,-0.0835,0.123,-0.021,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.5,0.2484,0.1794,-0.7889,-0.0737,0.0646,-0.0039,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.6,0.665,-1.0354,0.1882,-0.1029,-0.0512,0.0455,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.7,0.139,-1.0244,0.1394,-0.0621,0.0201,0.0375,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.801,-0.3863,-1.0246,-0.0674,-0.0726,-0.1026,0.0356,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.903,-0.5911,-2.1412,-0.0305,-0.1556,-0.0698,0.1111,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.0,-0.8803,-0.8501,-0.1083,-0.0576,-0.0269,-0.0071,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.1,-0.6394,-1.6518,0.2442,-0.1063,-0.0303,0.0225,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.201,-0.2085,-0.8894,-0.2798,-0.1236,-0.0134,-0.0086,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.3,0.901,-0.8244,-0.0655,-0.0769,-0.0575,-0.0341,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.4,1.0703,-0.9716,0.1341,-0.1557,-0.0345,0.0313,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.5,0.4052,-1.7337,-0.1319,-0.0779,0.0053,-0.0011,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.601,0.2402,-1.2233,-0.106,-0.1278,0.0615,0.0237,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.7,0.1751,-0.5611,0.1374,-0.1396,-0.0796,0.0648,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.8,-0.1906,-0.0919,-0.2539,-0.0448,-0.0466,-0.0679,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.9,0.2445,-1.4133,-0.3206,-0.1071,-0.0283,-0.0096,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.0,-0.9541,-0.6063,-0.42,-0.0273,-0.1251,-0.0266,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.1,0.0946,-1.288,-0.1986,-0.1088,0.08,0.0301,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.2,-0.3061,-2.0609,0.2346,-0.1617,0.0161,0.0526,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.3,0.6321,-1.5577,0.3611,-0.0731,0.1187,-0.0996,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.401,-0.2613,-0.5365,0.6798,-0.2286,-0.0208,0.0368,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.5,1.7903,-1.2985,-0.6898,-0.2147,-0.0077,0.0874,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.601,-1.283,0.279,-0.7517,0.0555,-0.0993,-0.0581,False,sharp_turn,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.7,-1.3583,-0.4254,-0.2013,-0.066,0.0862,0.0143,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.8,0.0004,0.9029,0.3598,0.0706,-0.0178,-0.0717,False,gentle_curve,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.901,-0.7049,-1.3042,0.2241,-0.0936,-0.0572,0.0476,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.0,-0.8273,-1.3385,0.2565,-0.0631,0.0534,-0.0008,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.1,0.7081,-1.0358,-0.141,-0.1114,0.1289,0.0328,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.2,0.1163,-1.2965,-0.0976,-0.1247,-0.0412,0.0579,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.301,0.0044,-1.3337,-0.2889,-0.1045,-0.0208,0.0092,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.4,-0.4869,-1.8982,-0.0648,-0.1403,-0.0027,0.029,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.501,0.8377,-0.4877,-0.0688,-0.0797,0.0549,-0.0109,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.601,-0.5872,-1.5713,0.4192,-0.1017,0.0228,0.017,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.701,0.298,-0.9056,-0.3693,-0.0827,0.0119,-0.0171,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.801,0.5615,-0.6108,0.1144,-0.1011,-0.081,0.0073,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.901,0.1732,-1.1983,-0.0779,-0.1076,0.0174,-0.0114,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.0,-0.3795,-1.2384,-0.1649,-0.0903,-0.0928,0.0031,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.1,0.2539,-0.91,0.2897,-0.099,0.0846,0.0301,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.2,0.2142,-0.802,-0.11,-0.097,0.0831,0.0057,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.3,0.1841,0.1602,-0.3099,-0.1123,-0.0177,0.075,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.4,0.5411,-1.9665,-0.1911,-0.1152,-0.0581,0.0827,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.5,0.3072,-1.9967,0.1388,-0.0522,-0.0046,-0.0045,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.6,0.3202,-1.1977,0.2081,-0.0537,-0.1048,0.0377,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.7,-0.1304,-0.8405,0.1242,-0.0594,-0.0542,0.0314,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.8,0.2089,-1.4324,0.1332,-0.0937,0.0627,0.0608,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.901,0.7887,-1.4189,-0.0145,-0.1058,0.0996,0.0656,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.0,0.425,-0.8296,-0.0844,-0.1055,-0.0223,-0.0001,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.1,-0.7314,-1.6595,0.1668,-0.1428,-0.0141,0.0312,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.2,-0.3172,-0.9187,-0.6271,-0.182,-0.0322,-0.0106,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.3,0.7616,-2.1987,-0.8809,-0.1853,-0.041,0.0058,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.4,0.0784,0.191,-0.1723,-0.2151,0.0061,0.1051,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.5,0.86,-2.3826,0.1941,-0.2061,0.0135,-0.0054,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.6,0.1853,-1.3551,0.1913,-0.2826,-0.012,0.0451,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.7,0.5838,-1.9345,0.4481,-0.2425,0.0344,0.036,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.801,0.8322,-0.9656,0.0723,-0.1848,-0.0719,0.0355,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.9,-0.3696,-1.3803,0.5204,-0.1574,-0.0902,0.0174,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.0,-0.4461,-0.9625,-0.1418,-0.0836,-0.1415,-0.0417,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.101,-0.5434,-0.8456,0.0343,-0.1264,-0.0628,0.0098,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.2,-1.1835,-1.3385,-0.0009,-0.1745,-0.0581,0.0513,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.3,-0.7845,-0.8929,0.2805,-0.1228,-0.0042,-0.0178,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.4,-0.1369,-1.0515,0.04,-0.1585,-0.0098,0.022,False,sharp_turn,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.5,-0.3118,-1.0443,-0.1153,-0.14,0.0461,0.016,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.6,-0.0125,-0.4865,0.0773,-0.0589,-0.03,-0.0006,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.7,-0.2082,-1.4196,0.1387,-0.0631,-0.0685,-0.0405,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.8,-0.1443,-0.7702,0.3808,-0.0914,-0.0207,0.0086,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.901,-0.2835,-1.0339,0.216,0.0003,0.0438,-0.0262,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.0,-0.1859,-0.8106,-0.2127,-0.059,0.0251,0.01,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.1,-0.1278,-0.2235,-0.4173,-0.0066,0.0128,0.0033,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.201,-0.3267,-0.562,0.0323,-0.016,0.0575,-0.0128,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.3,0.0327,-0.639,0.4707,-0.0674,0.0119,0.0096,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.4,0.3875,-0.4899,-0.2534,-0.0036,0.0088,-0.0345,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.501,0.3398,-1.0728,0.0391,-0.0958,0.0222,0.0187,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.6,-0.5333,0.5658,0.2351,-0.015,-0.018,-0.0191,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.7,-0.5524,-0.7593,0.4286,-0.0326,0.0508,-0.0375,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.8,0.8939,0.0525,-0.1288,-0.0505,0.022,-0.0046,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.901,0.5903,-0.1984,-0.0625,-0.0228,-0.1141,-0.0085,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.001,0.0776,-0.3847,-0.1888,-0.021,-0.0542,-0.0026,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.101,-0.2085,-0.1188,-0.1011,-0.0303,0.0466,0.0034,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.2,0.7883,-0.2789,-0.1204,-0.0234,0.0839,-0.0233,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.3,0.8014,0.0927,-0.2612,-0.0359,-0.1018,0.0346,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.401,-0.0855,-0.2513,0.0528,0.0006,-0.0707,0.028,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.5,0.0446,-0.0695,-0.1112,0.0192,0.0422,0.0157,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.6,0.2579,-0.0989,0.3421,-0.02,0.0652,-0.0159,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.7,-0.0804,0.2126,-0.0381,-0.0054,0.0321,-0.0304,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.8,-0.3864,0.5834,-0.1358,0.0272,-0.0261,-0.0487,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.901,-0.9472,0.0409,-0.2494,0.0116,0.0654,-0.0117,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.0,-0.2888,0.5697,-0.0473,0.0237,-0.0837,-0.0138,False,straight,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.101,-0.2097,0.535,-0.2394,0.0738,-0.0822,-0.0382,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.2,0.3183,0.326,-0.0899,0.0236,0.0919,-0.0086,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.3,-0.9432,1.4535,0.0913,0.0946,0.0039,-0.0482,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.4,-0.6301,0.4338,-0.0914,0.1048,-0.009,-0.0029,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.501,-0.2339,0.328,-0.1082,0.0984,-0.0254,-0.0055,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.6,-0.0371,1.1763,-0.2462,0.1197,-0.0256,-0.0487,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.7,-0.9683,0.3974,0.3301,0.0619,-0.0595,-0.0112,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.8,-0.3498,0.2316,-0.2934,0.0693,0.0245,0.026,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
15.9,-0.603,0.2728,0.2432,0.0559,-0.0031,0.0275,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.0,-0.5187,0.531,0.3267,0.0731,0.0222,-0.0426,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.1,-0.1693,1.0087,-0.0585,0.1037,0.0324,-0.0301,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.2,-0.9826,0.8578,0.0135,0.0948,-0.0292,-0.032,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.3,-1.7121,0.5986,-0.0849,0.0932,-0.0107,-0.0093,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.4,0.1616,-0.0168,0.0624,0.0849,0.0859,0.0154,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.5,0.0595,1.0443,-0.3982,0.1509,0.0347,-0.0081,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.601,-0.6991,0.3645,-0.0085,0.1263,0.0096,-0.0341,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.7,-0.7754,0.4918,0.1417,0.0687,-0.0298,0.0209,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.8,-1.041,0.5703,0.1033,0.0609,0.0483,0.0301,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
16.901,-1.3414,0.9794,0.3734,0.1587,0.0171,-0.0547,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.0,-0.6333,1.3231,-0.1339,0.0915,-0.0051,-0.048,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.1,-1.135,0.6408,0.1333,0.0652,-0.0073,-0.0151,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.2,-1.0773,0.5723,-0.6174,0.1079,-0.0093,0.0236,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.3,-0.8273,0.5479,0.2269,0.1319,0.0322,-0.0201,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.4,-1.7607,0.8347,0.0506,0.0834,0.0147,0.026,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.501,-1.6964,0.5243,0.4152,0.078,-0.0139,0.0079,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.6,-1.5338,0.4974,0.2184,0.1317,-0.0294,-0.0214,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.701,-2.0005,-0.1563,-0.2487,0.1266,0.0136,-0.0353,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.8,-1.1084,0.372,0.528,0.0538,0.0971,0.011,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
17.901,-1.466,0.4534,-0.0634,0.1434,0.0465,-0.0565,False,gentle_curve,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
18.0,-1.2008,0.009,-0.088,0.0339,0.0711,-0.0174,False,gentle_curve,52.402584,-1.501725,146.6,2.075,3.0,106.51,19
18.1,-2.1181,1.0373,0.5193,0.0624,0.0268,0.0298,False,gentle_curve,52.402584,-1.501725,146.6,2.075,3.0,106.51,19
18.2,-2.2242,-0.3391,-0.1412,0.1327,-0.0119,-0.0292,False,gentle_curve,52.402584,-1.501725,146.6,2.075,3.0,106.51,19
18.301,-1.8865,1.8534,-0.7844,0.0892,0.047,-0.0002,False,gentle_curve,52.402584,-1.501725,146.6,2.075,3.0,106.51,19
