timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,gravity_x,gravity_y,gravity_z,gps_lat,gps_lon,gps_alt,gps_speed_mps,gps_accuracy_m,gps_heading_deg,gps_satellites
1.7,-0.4494,-0.059,10.5849,0.0324,0.22,0.0209,-28.75,-30.94,4.69,0.041,0.0083,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
1.8,0.057,0.5705,9.9067,-0.127,0.0591,0.1143,-28.44,-31.12,5.38,0.0275,0.0186,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
1.9,-1.3815,-0.5014,10.0549,-0.1578,-0.0024,0.0608,-29.12,-31.37,5.19,-0.0156,-0.0025,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.0,-0.9361,-0.5315,10.1496,0.1559,0.0099,-0.0249,-28.81,-30.31,5.06,-0.0114,-0.0114,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.101,0.6583,-0.8199,9.9457,0.1456,0.0036,-0.0002,-28.62,-30.87,5.81,0.0302,-0.0082,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.2,-0.8883,-0.476,10.3413,-0.16,0.0159,-0.031,-29.06,-31.06,4.75,0.0146,-0.0017,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.3,-0.3287,0.1728,9.576,-0.0454,0.0238,-0.0416,-28.94,-30.75,5.69,-0.0063,0.0111,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.4,-0.7283,-0.3232,9.8891,0.0572,-0.0024,-0.0386,-28.81,-30.75,4.94,0.0041,0.0138,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.5,-0.1402,0.0209,9.8757,0.1072,-0.0326,0.0122,-28.81,-30.62,5.5,0.0012,-0.0008,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.6,0.4459,0.5018,10.3166,-0.0545,0.0534,-0.0298,-28.37,-31.37,5.44,0.0015,-0.0087,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.7,0.5861,-0.9184,10.1421,-0.0636,-0.0787,0.0514,-28.75,-31.0,5.19,0.0242,-0.0077,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.8,-1.1821,-1.7849,10.4708,0.0872,-0.1226,0.0479,-28.81,-30.87,6.06,0.0107,-0.0094,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
2.9,0.1713,-0.7896,10.5292,0.0779,-0.0692,0.0006,-29.06,-31.0,5.38,-0.0054,-0.0108,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.0,-0.2768,-1.3116,10.2099,0.0171,-0.0386,-0.0188,-29.31,-30.75,6.56,-0.0109,-0.0125,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.1,-0.4753,-0.9641,10.5806,0.0102,-0.1272,0.0745,-29.37,-30.75,6.31,0.0362,-0.0098,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.2,-1.4767,-0.8914,10.1667,0.0597,-0.1134,0.0704,-29.81,-30.56,6.94,0.031,-0.013,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.3,-0.7508,-1.9598,10.579,0.0823,-0.1245,0.0223,-29.94,-30.75,7.19,0.0113,-0.0049,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.4,-1.3696,-1.3388,10.0823,-0.0123,-0.1266,-0.0102,-30.06,-30.62,7.0,0.0041,0.0053,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.5,-0.522,-1.3134,10.1513,-0.0035,-0.1357,0.0235,-30.12,-30.5,7.69,0.0214,-0.0115,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.6,-1.9267,-1.5303,9.8703,0.1176,-0.1669,0.0629,-30.0,-31.31,7.94,0.0198,-0.0006,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.7,-1.796,-1.4035,10.158,0.0234,-0.1672,0.0144,-30.69,-30.75,8.69,0.0027,0.005,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.8,-2.0593,-0.3018,10.4641,0.0062,-0.197,0.019,-30.69,-30.81,9.44,0.0149,-0.0035,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
3.901,-1.6321,-1.6731,10.1682,0.0658,-0.2053,0.0048,-31.19,-30.37,9.25,0.026,-0.0109,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.001,-1.495,-1.6002,9.9541,0.0785,-0.2,0.0241,-31.5,-30.5,10.19,0.0269,0.0043,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.1,-0.567,-0.8404,9.9,0.0574,-0.1646,0.0279,-31.31,-30.87,10.19,0.0269,0.0111,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.2,-0.5775,-0.7206,9.4076,-0.0656,-0.206,0.0889,-31.12,-30.69,10.94,0.0081,-0.0058,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.301,-1.8306,-1.5382,9.4826,-0.0655,-0.1661,0.0644,-31.69,-31.25,11.44,-0.0103,-0.0012,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.4,-1.3235,-1.8155,9.0966,-0.0271,-0.1262,-0.0074,-31.62,-30.56,10.94,-0.0069,-0.0022,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.5,-1.1754,-2.33,9.4813,-0.0301,-0.1652,0.0223,-31.94,-29.94,11.94,-0.0051,-0.0027,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.6,-0.9703,-1.256,9.849,-0.028,-0.1666,0.0411,-31.62,-30.69,11.31,-0.0068,0.0115,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.7,-1.4659,-1.0144,9.6041,0.0176,-0.1288,-0.0162,-31.44,-30.19,11.44,-0.021,0.0107,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.8,-1.0219,-1.5353,9.5593,0.0056,-0.1778,0.0278,-32.62,-30.31,12.06,0.0003,0.0069,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
4.9,-1.7832,-0.5385,9.6621,-0.0359,-0.1071,0.026,-31.75,-30.5,12.13,-0.0086,-0.0043,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.0,-1.2026,-1.1563,9.4769,-0.1128,-0.1468,0.0604,-32.12,-29.94,12.94,-0.0206,-0.0052,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.101,-1.6798,-1.675,9.9335,0.1293,-0.1071,-0.0128,-32.75,-30.44,12.5,-0.0392,0.0176,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.2,-0.6347,-0.057,9.8645,0.0391,-0.0924,0.0074,-32.5,-29.87,12.56,0.0206,0.0046,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.3,-0.5313,-0.5605,9.7004,-0.1033,-0.0927,-0.0568,-32.81,-29.75,13.0,0.0145,0.0029,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.4,-0.5827,-0.5459,9.6022,-0.0866,-0.1558,-0.0025,-32.5,-30.5,12.56,-0.0108,0.0043,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.5,-0.8794,-1.0126,9.5912,0.0631,-0.1736,-0.0027,-32.19,-29.87,13.19,-0.013,-0.0022,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.6,-1.8889,-0.5331,9.4907,0.0046,-0.1294,-0.008,-32.37,-29.94,13.69,-0.0073,0.0111,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.7,-1.6122,-0.3646,9.7278,-0.0079,-0.1343,0.0268,-32.5,-30.19,13.13,-0.0019,0.0064,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.801,-0.5051,-1.1036,9.7851,-0.0006,-0.1218,-0.0092,-33.12,-29.75,14.38,-0.0053,0.0072,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
5.9,-0.0485,-0.4807,9.8695,0.0859,-0.0837,-0.0393,-32.31,-30.56,13.63,-0.0127,0.0204,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.0,-0.4537,-0.16,9.2489,-0.06,-0.1018,0.0178,-32.44,-30.31,13.56,-0.0037,0.0062,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.1,-1.202,-0.1461,9.0476,-0.1051,-0.0508,-0.0297,-32.56,-30.62,14.31,-0.0086,0.0001,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.2,-1.4251,-0.4963,9.8043,-0.0392,-0.0683,0.0011,-32.25,-30.12,13.5,-0.0272,0.0116,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.3,-2.0613,-0.5779,10.1568,-0.1025,-0.105,0.0009,-32.25,-29.69,13.75,-0.0229,0.0143,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.401,-1.3202,-0.0967,9.7997,0.123,-0.0835,-0.021,-32.56,-30.25,13.88,-0.006,0.0243,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.5,0.3033,-0.0435,9.0178,0.0646,-0.0737,-0.0039,-31.75,-30.31,13.81,-0.0086,0.0135,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.6,-0.2409,-1.2068,9.9948,-0.0512,-0.1029,0.0455,-32.25,-30.25,14.13,0.017,-0.0163,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.7,-0.6116,-0.8334,9.946,0.0201,-0.0621,0.0375,-32.31,-29.69,14.13,-0.0073,-0.0163,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.801,-0.9896,-0.4687,9.7392,-0.1026,-0.0726,0.0356,-32.44,-30.06,14.75,-0.0107,-0.0042,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
6.903,-1.9126,-1.1296,9.7761,-0.0698,-0.1556,0.1111,-33.0,-29.56,14.75,-0.0186,-0.0137,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.0,-1.2238,0.0,9.6983,-0.0269,-0.0576,-0.0071,-33.25,-29.44,14.56,-0.0161,0.0002,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.1,-1.6074,-0.744,10.0508,-0.0303,-0.1063,0.0225,-32.75,-28.94,14.69,0.0088,-0.0125,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.201,-0.7678,-0.495,9.5268,-0.0134,-0.1236,-0.0086,-33.44,-29.87,14.63,-0.0091,0.0201,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.3,0.0754,-1.2189,9.7412,-0.0575,-0.0769,-0.0341,-33.0,-29.37,14.94,0.0179,-0.0005,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.4,0.095,-1.4424,9.9407,-0.0345,-0.1557,0.0313,-33.0,-29.31,15.63,0.0057,-0.006,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.5,-0.9129,-1.5286,9.6748,0.0053,-0.0779,-0.0011,-33.31,-30.0,15.75,-0.0071,0.0113,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.601,-0.677,-1.0468,9.7007,0.0615,-0.1278,0.0237,-32.94,-29.81,15.38,0.0032,0.004,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.7,-0.2638,-0.5253,9.944,-0.0796,-0.1396,0.0648,-33.19,-29.19,15.56,-0.0092,-0.0103,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.8,-0.2009,0.0663,9.5527,-0.0466,-0.0448,-0.0679,-33.25,-29.31,15.63,0.0007,0.0139,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
7.9,-0.8059,-1.1865,9.486,-0.0283,-0.1071,-0.0096,-32.81,-29.5,16.19,0.007,-0.0051,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.0,-1.1075,0.2267,9.3866,-0.1251,-0.0273,-0.0266,-32.81,-29.62,15.94,-0.0394,0.0144,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.1,-0.8267,-0.9922,9.608,0.08,-0.1088,0.0301,-32.94,-29.0,16.0,-0.0233,0.0087,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.2,-1.6518,-1.2699,10.0412,0.0161,-0.1617,0.0526,-32.62,-29.0,16.75,0.0057,-0.0075,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.3,-0.6274,-1.5596,10.1677,0.1187,-0.0731,-0.0996,-33.0,-29.87,17.0,-0.0212,0.0107,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.401,-0.5606,-0.2044,10.4864,-0.0208,-0.2286,0.0368,-32.94,-28.75,17.56,0.0103,-0.0224,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.5,0.3858,-2.1777,9.1168,-0.0077,-0.2147,0.0874,-32.87,-28.56,17.81,-0.0216,-0.021,9.8066,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.601,-0.7291,1.092,9.0549,-0.0993,0.0555,-0.0581,-32.62,-29.31,18.13,0.0324,-0.0127,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.7,-1.2726,0.6376,9.6053,0.0862,-0.066,0.0143,-32.37,-29.12,18.13,0.0343,-0.0035,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.8,0.6275,0.6492,10.1664,-0.0178,0.0706,-0.0717,-33.06,-29.37,18.25,-0.0334,0.0248,9.8065,52.402565,-1.503471,144.59,1.622,4.0,92.89,18
8.901,-1.413,-0.4485,10.0308,-0.0572,-0.0936,0.0476,-32.62,-28.69,19.0,0.004,0.0095,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.0,-1.5249,-0.3882,10.0631,0.0534,-0.0631,-0.0008,-33.19,-28.62,19.56,-0.0145,-0.0128,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.1,-0.2102,-1.237,9.6656,0.1289,-0.1114,0.0328,-33.19,-29.06,19.13,-0.0243,0.0043,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.2,-0.817,-1.0134,9.7091,-0.0412,-0.1247,0.0579,-32.87,-28.37,19.06,0.0072,-0.0098,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.301,-0.9233,-0.9625,9.5178,-0.0208,-0.1045,0.0092,-32.69,-28.62,19.0,-0.0036,-0.0046,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.4,-1.6688,-1.0272,9.7419,-0.0027,-0.1403,0.029,-33.12,-28.75,19.38,-0.0229,0.0211,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.501,0.2638,-0.9328,9.7378,0.0549,-0.0797,-0.0109,-32.25,-28.37,19.69,-0.0266,0.0117,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.601,-1.5139,-0.7224,10.2259,0.0228,-0.1017,0.017,-33.31,-29.12,19.5,0.0049,-0.0127,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.701,-0.4147,-0.8584,9.4373,0.0119,-0.0827,-0.0171,-32.19,-28.56,20.0,-0.0004,0.0064,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.801,-0.0204,-0.8294,9.9211,-0.081,-0.1011,0.0073,-32.19,-28.75,20.0,0.0133,-0.0157,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
9.901,-0.7078,-0.9823,9.7287,0.0174,-0.1076,-0.0114,-32.56,-28.25,20.56,0.0088,-0.0084,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.0,-1.1332,-0.6272,9.6417,-0.0928,-0.0903,0.0031,-32.25,-29.0,20.94,0.0027,-0.0057,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.1,-0.4495,-0.831,10.0964,0.0846,-0.099,0.0301,-33.12,-27.75,20.88,-0.0113,0.0057,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.2,-0.403,-0.7257,9.6966,0.0831,-0.097,0.0057,-32.56,-28.31,21.19,-0.0187,0.0152,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.3,0.2437,-0.0126,9.4967,-0.0177,-0.1123,0.075,-32.06,-27.87,20.81,-0.0016,-0.0167,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.4,-0.9768,-1.7905,9.6155,-0.0581,-0.1152,0.0827,-33.44,-27.94,21.06,-0.021,-0.0267,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.5,-1.1661,-1.6497,9.9455,-0.0046,-0.0522,-0.0045,-32.94,-27.81,20.81,-0.0183,-0.0104,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.6,-0.6017,-1.084,10.0147,-0.1048,-0.0537,0.0377,-33.62,-27.94,21.19,-0.0075,-0.0199,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.7,-0.6777,-0.514,9.9308,-0.0542,-0.0594,0.0314,-33.12,-27.37,21.44,-0.0174,0.0006,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.8,-0.8447,-1.1755,9.9398,0.0627,-0.0937,0.0608,-33.25,-27.25,21.63,-0.0195,-0.0148,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
10.901,-0.4183,-1.5686,9.7921,0.0996,-0.1058,0.0656,-34.25,-27.06,21.25,0.0048,-0.0139,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.0,-0.2706,-0.892,9.7222,-0.0223,-0.1055,-0.0001,-33.25,-27.37,21.94,0.0065,-0.0059,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.1,-1.6789,-0.6857,9.9734,-0.0141,-0.1428,0.0312,-33.62,-27.56,21.56,0.003,-0.0025,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.2,-0.8664,-0.4405,9.1795,-0.0322,-0.182,-0.0106,-33.5,-27.0,22.13,0.0434,-0.0117,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.3,-0.9795,-2.1107,8.9257,-0.041,-0.1853,0.0058,-33.06,-27.25,22.75,-0.0409,0.0018,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.4,0.1891,0.0829,9.6343,0.0061,-0.2151,0.1051,-33.69,-27.19,22.69,-0.0302,-0.0056,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.5,-1.0364,-2.3113,10.0007,0.0135,-0.2061,-0.0054,-33.0,-27.25,22.88,0.0027,-0.001,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.6,-0.8081,-1.1035,9.9979,-0.012,-0.2826,0.0451,-33.44,-27.19,23.31,-0.0074,-0.0108,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.7,-0.9239,-1.7971,10.2547,0.0344,-0.2425,0.036,-33.44,-27.31,23.25,0.0231,-0.0282,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.801,-0.0721,-1.2727,9.8789,-0.0719,-0.1848,0.0355,-33.0,-27.12,23.56,0.003,-0.019,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
11.9,-1.2247,-0.7362,10.327,-0.0902,-0.1574,0.0174,-33.75,-27.06,23.63,-0.0071,-0.0057,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.0,-0.9895,-0.3825,9.6649,-0.1415,-0.0836,-0.0417,-33.44,-27.25,24.81,-0.023,0.0217,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.101,-0.9783,-0.2308,9.8409,-0.0628,-0.1264,0.0098,-33.44,-27.75,24.31,0.0102,-0.011,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.2,-1.7812,-0.1407,9.8057,-0.0581,-0.1745,0.0513,-33.44,-27.12,24.69,0.0027,0.004,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.3,-1.1846,-0.0973,10.0871,-0.0042,-0.1228,-0.0178,-32.87,-27.31,25.5,-0.0087,0.0028,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.4,-0.8289,-0.6613,9.8466,-0.0098,-0.1585,0.022,-33.19,-27.94,25.25,0.0086,-0.0006,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.5,-0.9497,-0.5346,9.6913,0.0461,-0.14,0.016,-32.62,-27.56,25.44,-0.0057,0.0055,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.6,-0.3469,-0.3413,9.8839,-0.03,-0.0589,-0.0006,-32.75,-27.31,26.44,-0.0009,-0.0144,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.7,-1.1359,-0.8765,9.9454,-0.0685,-0.0631,-0.0405,-32.87,-26.87,26.31,-0.0064,-0.0124,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.8,-0.6388,-0.4538,10.1874,-0.0207,-0.0914,0.0086,-32.87,-27.75,26.06,0.0001,-0.001,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
12.901,-0.9221,-0.5468,10.0226,0.0438,0.0003,-0.0262,-32.37,-28.12,26.44,-0.0187,0.0059,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.0,-0.6968,-0.454,9.5939,0.0251,-0.059,0.01,-32.25,-27.81,27.13,-0.0122,0.0112,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.1,-0.2472,-0.072,9.3893,0.0128,-0.0066,0.0033,-32.5,-28.0,26.88,-0.0137,0.0067,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.201,-0.6254,-0.1773,9.8389,0.0575,-0.016,-0.0128,-32.62,-27.31,26.63,-0.0122,0.0119,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.3,-0.4204,-0.4824,10.2773,0.0119,-0.0674,0.0096,-32.19,-27.5,27.0,-0.006,-0.0115,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.4,-0.0616,-0.6216,9.5532,0.0088,-0.0036,-0.0345,-32.37,-28.06,26.88,0.003,-0.0082,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.501,-0.5008,-1.0077,9.8457,0.0222,-0.0958,0.0187,-32.19,-27.62,27.19,-0.0022,-0.001,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.6,0.0094,0.7775,10.0417,-0.018,-0.015,-0.0191,-31.94,-28.0,26.94,0.0058,0.0087,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.7,-0.9248,-0.1625,10.2352,0.0508,-0.0326,-0.0375,-32.25,-27.69,27.44,-0.0089,-0.0031,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.8,0.6795,-0.5832,9.6778,0.022,-0.0505,-0.0046,-32.12,-27.69,26.88,0.0035,-0.003,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,17
13.901,0.2868,-0.5528,9.7441,-0.1141,-0.0228,-0.0085,-32.44,-28.19,26.94,0.0164,-0.013,9.8065,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.001,-0.2114,-0.3306,9.6178,-0.0542,-0.021,-0.0026,-31.87,-27.87,27.81,-0.0076,0.0002,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.101,-0.2325,0.0594,9.7055,0.0466,-0.0303,0.0034,-31.94,-28.37,27.25,-0.0154,0.0117,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
14.2,0.3733,-0.7482,9.6863,0.0839,-0.0234,-0.0233,-31.62,-27.56,26.94,-0.016,0.0105,9.8066,52.402824,-1.502642,146.99,1.892,3.0,92.89,18
