timestamp_s,estimated_speed_mps,speed_variance,speed_confidence,active_source,zupt_flag,maneuver_state
18.099,12.044,8.2282,0.343,ml_model,False,gentle_curve
18.2,12.076,7.9089,0.348,ml_model,False,gentle_curve
18.299,11.576,9.4973,0.327,ml_model,False,gentle_curve
18.399,11.279,8.5789,0.339,ml_model,False,gentle_curve
18.5,10.779,9.4213,0.328,ml_model,False,gentle_curve
18.6,10.279,11.5018,0.307,ml_model,False,gentle_curve
18.699,9.789,12.458,0.298,ml_model,False,gentle_curve
18.799,9.501,13.1213,0.293,ml_model,False,gentle_curve
18.9,9.556,11.5932,0.306,ml_model,False,gentle_curve
18.999,9.451,11.7815,0.304,ml_model,False,gentle_curve
19.1,9.833,11.5848,0.306,ml_model,False,gentle_curve
19.199,10.102,9.0659,0.333,ml_model,False,gentle_curve
19.3,10.496,6.962,0.362,ml_model,False,gentle_curve
19.399,9.996,9.6388,0.326,ml_model,False,gentle_curve
19.499,9.496,9.4606,0.328,ml_model,False,gentle_curve
19.6,8.996,6.3292,0.374,ml_model,False,gentle_curve
19.7,8.496,7.1293,0.36,ml_model,False,gentle_curve
19.799,8.234,6.3213,0.374,ml_model,False,gentle_curve
19.899,7.734,6.1593,0.377,ml_model,False,gentle_curve
20.0,7.542,5.7244,0.385,ml_model,False,gentle_curve
20.1,7.042,5.5579,0.389,ml_model,False,gentle_curve
20.199,6.791,5.1085,0.399,ml_model,False,gentle_curve
20.3,7.032,6.9792,0.362,ml_model,False,gentle_curve
20.4,6.908,6.7795,0.366,ml_model,False,gentle_curve
20.499,7.408,8.9244,0.334,ml_model,False,gentle_curve
20.6,7.664,8.1294,0.345,ml_model,False,gentle_curve
20.699,7.169,9.2754,0.33,ml_model,False,gentle_curve
20.799,7.388,10.1354,0.32,ml_model,False,gentle_curve
20.903,7.259,6.7191,0.367,ml_model,False,gentle_curve
20.999,7.636,6.5326,0.37,ml_model,False,gentle_curve
21.099,7.136,5.7275,0.385,ml_model,False,gentle_curve
21.2,6.997,5.623,0.387,ml_model,False,gentle_curve
21.3,7.044,7.6417,0.352,ml_model,False,gentle_curve
21.4,7.075,5.9524,0.381,ml_model,False,gentle_curve
21.5,7.102,5.8617,0.383,ml_model,False,gentle_curve
21.599,7.003,5.432,0.392,ml_model,False,gentle_curve
21.699,7.221,3.6186,0.441,ml_model,False,sharp_turn
21.802,7.371,5.2576,0.395,ml_model,False,sharp_turn
21.9,7.258,5.0948,0.399,ml_model,False,sharp_turn
21.999,7.339,3.3189,0.452,ml_model,False,sharp_turn
22.099,7.756,4.4828,0.415,ml_model,False,sharp_turn
22.2,7.27,3.8411,0.434,ml_model,False,sharp_turn
22.299,7.161,4.4069,0.417,ml_model,False,sharp_turn
22.4,6.889,5.1627,0.398,ml_model,False,sharp_turn
22.5,7.255,4.5893,0.412,ml_model,False,sharp_turn
22.6,6.757,6.2132,0.376,ml_model,False,sharp_turn
22.699,6.355,7.3416,0.356,ml_model,False,sharp_turn
22.799,6.388,6.9835,0.362,ml_model,False,sharp_turn
22.899,6.538,8.4265,0.341,ml_model,False,sharp_turn
23.0,6.051,7.9095,0.348,ml_model,False,sharp_turn
23.099,5.551,8.6504,0.338,ml_model,False,sharp_turn
23.2,5.051,6.6425,0.368,ml_model,False,sharp_turn
23.3,4.551,5.8949,0.382,ml_model,False,sharp_turn
23.4,4.051,5.5396,0.389,ml_model,False,sharp_turn
23.499,3.551,5.5051,0.39,ml_model,False,sharp_turn
23.6,4.051,7.2483,0.358,ml_model,False,sharp_turn
23.699,4.551,8.1222,0.345,ml_model,False,sharp_turn
23.802,4.469,6.9991,0.362,ml_model,False,sharp_turn
23.899,4.216,5.835,0.383,ml_model,False,sharp_turn
24.0,4.415,6.5362,0.37,ml_model,False,gentle_curve
24.099,4.257,6.0173,0.379,ml_model,False,straight
24.199,4.34,5.4698,0.391,ml_model,False,straight
24.299,4.548,5.2473,0.396,ml_model,False,straight
24.4,4.571,5.7659,0.384,ml_model,False,straight
24.5,5.029,5.673,0.386,ml_model,False,straight
24.6,4.918,5.0603,0.4,ml_model,False,straight
24.699,4.418,0.005,0.99,ml_model,True,stationary
24.8,3.918,0.005,0.99,ml_model,True,stationary
24.9,3.418,0.005,0.99,ml_model,True,stationary
25.0,3.09,5.4987,0.39,ml_model,False,straight
25.1,3.476,6.3852,0.372,ml_model,False,straight
25.2,2.976,6.188,0.376,ml_model,False,straight
25.299,2.498,5.4122,0.392,ml_model,False,straight
25.4,2.318,4.8633,0.405,ml_model,False,straight
25.5,1.818,0.005,0.99,ml_model,True,stationary
25.6,1.318,0.005,0.99,ml_model,True,stationary
25.699,0.818,0.005,0.99,ml_model,True,stationary
25.799,0.318,0.005,0.99,ml_model,True,stationary
25.899,0.0,0.005,0.99,ml_model,True,stationary
25.999,0.0,0.005,0.99,ml_model,True,stationary
26.1,0.0,0.005,0.99,ml_model,True,stationary
26.199,0.0,0.005,0.99,ml_model,True,stationary
26.3,0.0,0.005,0.99,ml_model,True,stationary
26.4,0.0,0.005,0.99,ml_model,True,stationary
26.5,0.0,0.005,0.99,ml_model,True,stationary
26.599,0.0,0.005,0.99,ml_model,True,stationary
26.7,0.0,0.005,0.99,ml_model,True,stationary
26.8,0.0,0.005,0.99,ml_model,True,stationary
26.9,0.0,0.005,0.99,ml_model,True,stationary
26.999,0.0,0.005,0.99,ml_model,True,stationary
27.1,0.0,0.005,0.99,ml_model,True,stationary
27.199,0.0,0.005,0.99,ml_model,True,stationary
27.3,0.0,0.005,0.99,ml_model,True,stationary
27.399,0.0,0.005,0.99,ml_model,True,stationary
27.499,0.0,0.005,0.99,ml_model,True,stationary
27.6,0.0,0.005,0.99,ml_model,True,stationary
27.7,0.0,0.005,0.99,ml_model,True,stationary
27.799,0.0,0.005,0.99,ml_model,True,stationary
27.899,0.0,0.005,0.99,ml_model,True,stationary
28.0,0.0,0.005,0.99,ml_model,True,stationary
28.099,0.0,0.005,0.99,ml_model,True,stationary
28.2,0.0,0.005,0.99,ml_model,True,stationary
28.299,0.0,0.005,0.99,ml_model,True,stationary
28.399,0.0,0.005,0.99,ml_model,True,stationary
28.499,0.0,0.005,0.99,ml_model,True,stationary
28.6,0.0,0.005,0.99,ml_model,True,stationary
28.7,0.0,0.005,0.99,ml_model,True,stationary
28.799,0.0,0.005,0.99,ml_model,True,stationary
28.9,0.0,0.005,0.99,ml_model,True,stationary
28.999,0.0,0.005,0.99,ml_model,True,stationary
29.1,0.0,0.005,0.99,ml_model,True,stationary
29.199,0.0,0.005,0.99,ml_model,True,stationary
29.3,0.0,0.005,0.99,ml_model,True,stationary
29.4,0.0,0.005,0.99,ml_model,True,stationary
29.5,0.0,0.005,0.99,ml_model,True,stationary
29.599,0.0,0.005,0.99,ml_model,True,stationary
29.7,0.0,0.005,0.99,ml_model,True,stationary
29.8,0.0,0.005,0.99,ml_model,True,stationary
29.899,0.0,0.005,0.99,ml_model,True,stationary
29.999,0.0,0.005,0.99,ml_model,True,stationary
30.1,0.0,0.005,0.99,ml_model,True,stationary
30.2,0.0,0.005,0.99,ml_model,True,stationary
30.3,0.0,0.005,0.99,ml_model,True,stationary
30.4,0.0,0.005,0.99,ml_model,True,stationary
30.499,0.0,0.005,0.99,ml_model,True,stationary
30.599,0.0,0.005,0.99,ml_model,True,stationary
30.7,0.0,0.005,0.99,ml_model,True,stationary
30.8,0.0,0.005,0.99,ml_model,True,stationary
30.9,0.0,0.005,0.99,ml_model,True,stationary
30.999,0.0,0.005,0.99,ml_model,True,stationary
31.099,0.0,0.005,0.99,ml_model,True,stationary
31.2,0.0,0.005,0.99,ml_model,True,stationary
31.3,0.0,0.005,0.99,ml_model,True,stationary
31.4,0.0,0.005,0.99,ml_model,True,stationary
31.499,0.0,0.005,0.99,ml_model,True,stationary
31.6,0.0,0.005,0.99,ml_model,True,stationary
31.7,0.0,0.005,0.99,ml_model,True,stationary
31.8,0.0,0.005,0.99,ml_model,True,stationary
31.901,0.0,0.005,0.99,ml_model,True,stationary
31.999,0.0,0.005,0.99,ml_model,True,stationary
32.1,0.0,0.005,0.99,ml_model,True,stationary
32.199,0.0,0.005,0.99,ml_model,True,stationary
32.3,0.0,0.005,0.99,ml_model,True,stationary
32.399,0.0,0.005,0.99,ml_model,True,stationary
32.5,0.0,0.005,0.99,ml_model,True,stationary
32.599,0.0,0.005,0.99,ml_model,True,stationary
32.7,0.0,0.005,0.99,ml_model,True,stationary
32.799,0.0,0.005,0.99,ml_model,True,stationary
32.899,0.0,0.005,0.99,ml_model,True,stationary
32.999,0.0,0.005,0.99,ml_model,True,stationary
33.1,0.0,0.005,0.99,ml_model,True,stationary
33.199,0.0,0.005,0.99,ml_model,True,stationary
33.3,0.0,0.005,0.99,ml_model,True,stationary
33.399,0.0,0.005,0.99,ml_model,True,stationary
33.5,0.0,0.005,0.99,ml_model,True,stationary
33.599,0.0,0.005,0.99,ml_model,True,stationary
33.699,0.0,0.005,0.99,ml_model,True,stationary
33.8,0.0,0.005,0.99,ml_model,True,stationary
33.9,0.0,0.005,0.99,ml_model,True,stationary
33.999,0.0,0.005,0.99,ml_model,True,stationary
34.099,0.0,0.005,0.99,ml_model,True,stationary
34.2,0.0,0.005,0.99,ml_model,True,stationary
34.299,0.0,0.005,0.99,ml_model,True,stationary
34.4,0.0,0.005,0.99,ml_model,True,stationary
34.499,0.0,0.005,0.99,ml_model,True,stationary
34.6,0.0,0.005,0.99,ml_model,True,stationary
34.699,0.0,0.005,0.99,ml_model,True,stationary
34.8,0.0,0.005,0.99,ml_model,True,stationary
34.899,0.0,0.005,0.99,ml_model,True,stationary
34.999,0.0,0.005,0.99,ml_model,True,stationary
35.1,0.0,0.005,0.99,ml_model,True,stationary
35.2,0.0,0.005,0.99,ml_model,True,stationary
35.3,0.0,0.005,0.99,ml_model,True,stationary
35.4,0.0,0.005,0.99,ml_model,True,stationary
35.499,0.0,0.005,0.99,ml_model,True,stationary
35.6,0.0,0.005,0.99,ml_model,True,stationary
35.7,0.0,0.005,0.99,ml_model,True,stationary
35.799,0.0,0.005,0.99,ml_model,True,stationary
35.899,0.0,0.005,0.99,ml_model,True,stationary
36.0,0.0,0.005,0.99,ml_model,True,stationary
36.1,0.0,0.005,0.99,ml_model,True,stationary
36.199,0.0,0.005,0.99,ml_model,True,stationary
36.3,0.0,0.005,0.99,ml_model,True,stationary
36.4,0.0,0.005,0.99,ml_model,True,stationary
36.5,0.0,0.005,0.99,ml_model,True,stationary
36.6,0.0,0.005,0.99,ml_model,True,stationary
36.699,0.0,0.005,0.99,ml_model,True,stationary
36.8,0.0,0.005,0.99,ml_model,True,stationary
36.901,0.0,0.005,0.99,ml_model,True,stationary
36.999,0.0,0.005,0.99,ml_model,True,stationary
37.1,0.0,0.005,0.99,ml_model,True,stationary
37.199,0.0,0.005,0.99,ml_model,True,stationary
37.3,0.397,0.4136,0.7,ml_model,False,straight
37.399,0.386,0.3937,0.705,ml_model,False,straight
37.5,0.523,0.6723,0.647,ml_model,False,straight
37.6,0.631,1.4919,0.551,ml_model,False,straight
37.701,0.552,1.2206,0.576,ml_model,False,straight
37.8,0.594,1.3149,0.567,ml_model,False,straight
37.899,0.577,1.2744,0.571,ml_model,False,straight
38.0,0.591,1.266,0.571,ml_model,False,straight
38.1,0.567,1.2479,0.573,ml_model,False,straight
38.2,0.703,1.2023,0.578,ml_model,False,straight
38.3,0.679,1.1169,0.587,ml_model,False,straight
38.4,0.179,0.005,0.99,ml_model,True,stationary
38.5,0.0,0.005,0.99,ml_model,True,stationary
38.6,0.0,0.005,0.99,ml_model,True,stationary
38.7,0.0,0.005,0.99,ml_model,True,stationary
38.8,0.0,0.005,0.99,ml_model,True,stationary
38.9,0.0,0.005,0.99,ml_model,True,stationary
39.0,0.0,0.005,0.99,ml_model,True,stationary
39.1,0.0,0.005,0.99,ml_model,True,stationary
39.199,0.0,0.005,0.99,ml_model,True,stationary
39.3,0.0,0.005,0.99,ml_model,True,stationary
39.4,0.0,0.005,0.99,ml_model,True,stationary
39.5,0.0,0.005,0.99,ml_model,True,stationary
39.6,0.0,0.005,0.99,ml_model,True,stationary
39.7,0.0,0.005,0.99,ml_model,True,stationary
39.8,0.0,0.005,0.99,ml_model,True,stationary
39.899,0.0,0.005,0.99,ml_model,True,stationary
40.0,0.0,0.005,0.99,ml_model,True,stationary
40.1,0.0,0.005,0.99,ml_model,True,stationary
40.2,0.0,0.005,0.99,ml_model,True,stationary
40.3,0.0,0.005,0.99,ml_model,True,stationary
40.4,0.0,0.005,0.99,ml_model,True,stationary
40.5,0.0,0.005,0.99,ml_model,True,stationary
40.6,0.0,0.005,0.99,ml_model,True,stationary
40.699,0.0,0.005,0.99,ml_model,True,stationary
40.8,0.0,0.005,0.99,ml_model,True,stationary
40.9,0.0,0.005,0.99,ml_model,True,stationary
40.999,0.0,0.005,0.99,ml_model,True,stationary
41.1,0.0,0.005,0.99,ml_model,True,stationary
41.2,0.0,0.005,0.99,ml_model,True,stationary
41.3,0.0,0.005,0.99,ml_model,True,stationary
41.399,0.0,0.005,0.99,ml_model,True,stationary
41.499,0.0,0.005,0.99,ml_model,True,stationary
41.6,0.0,0.005,0.99,ml_model,True,stationary
41.699,0.0,0.005,0.99,ml_model,True,stationary
41.8,0.0,0.005,0.99,ml_model,True,stationary
41.9,0.0,0.005,0.99,ml_model,True,stationary
42.0,0.0,0.005,0.99,ml_model,True,stationary
42.1,0.0,0.005,0.99,ml_model,True,stationary
42.199,0.0,0.005,0.99,ml_model,True,stationary
42.299,0.0,0.005,0.99,ml_model,True,stationary
42.4,0.0,0.005,0.99,ml_model,True,stationary
42.5,0.0,0.005,0.99,ml_model,True,stationary
42.6,0.0,0.005,0.99,ml_model,True,stationary
42.7,0.0,0.005,0.99,ml_model,True,stationary
42.799,0.0,0.005,0.99,ml_model,True,stationary
42.9,0.0,0.005,0.99,ml_model,True,stationary
43.0,0.0,0.005,0.99,ml_model,True,stationary
43.099,0.0,0.005,0.99,ml_model,True,stationary
43.199,0.0,0.005,0.99,ml_model,True,stationary
43.299,0.0,0.005,0.99,ml_model,True,stationary
43.399,0.0,0.005,0.99,ml_model,True,stationary
43.499,0.0,0.005,0.99,ml_model,True,stationary
43.6,0.0,0.005,0.99,ml_model,True,stationary
43.7,0.0,0.005,0.99,ml_model,True,stationary
43.8,0.0,0.005,0.99,ml_model,True,stationary
43.899,0.0,0.005,0.99,ml_model,True,stationary
44.0,0.0,0.005,0.99,ml_model,True,stationary
44.099,0.0,0.005,0.99,ml_model,True,stationary
44.199,0.0,0.005,0.99,ml_model,True,stationary
44.299,0.0,0.005,0.99,ml_model,True,stationary
44.4,0.0,0.005,0.99,ml_model,True,stationary
44.5,0.0,0.005,0.99,ml_model,True,stationary
44.6,0.0,0.005,0.99,ml_model,True,stationary
44.699,0.0,0.005,0.99,ml_model,True,stationary
44.799,0.0,0.005,0.99,ml_model,True,stationary
44.899,0.0,0.005,0.99,ml_model,True,stationary
44.999,0.0,0.005,0.99,ml_model,True,stationary
45.1,0.0,0.005,0.99,ml_model,True,stationary
45.199,0.0,0.005,0.99,ml_model,True,stationary
45.3,0.0,0.005,0.99,ml_model,True,stationary
45.4,0.0,0.005,0.99,ml_model,True,stationary
45.5,0.0,0.005,0.99,ml_model,True,stationary
45.599,0.0,0.005,0.99,ml_model,True,stationary
45.699,0.0,0.005,0.99,ml_model,True,stationary
45.8,0.0,0.005,0.99,ml_model,True,stationary
45.9,0.0,0.005,0.99,ml_model,True,stationary
45.999,0.0,0.005,0.99,ml_model,True,stationary
46.1,0.0,0.005,0.99,ml_model,True,stationary
46.199,0.0,0.005,0.99,ml_model,True,stationary
46.3,0.0,0.005,0.99,ml_model,True,stationary
46.399,0.0,0.005,0.99,ml_model,True,stationary
46.5,0.0,0.005,0.99,ml_model,True,stationary
46.6,0.0,0.005,0.99,ml_model,True,stationary
46.699,0.0,0.005,0.99,ml_model,True,stationary
46.799,0.0,0.005,0.99,ml_model,True,stationary
46.899,0.0,0.005,0.99,ml_model,True,stationary
47.0,0.0,0.005,0.99,ml_model,True,stationary
47.099,0.0,0.005,0.99,ml_model,True,stationary
47.2,0.0,0.005,0.99,ml_model,True,stationary
47.299,0.0,0.005,0.99,ml_model,True,stationary
47.4,0.0,0.005,0.99,ml_model,True,stationary
47.5,0.0,0.005,0.99,ml_model,True,stationary
47.6,0.0,0.005,0.99,ml_model,True,stationary
47.7,0.0,0.005,0.99,ml_model,True,stationary
47.799,0.0,0.005,0.99,ml_model,True,stationary
47.9,0.0,0.005,0.99,ml_model,True,stationary
47.999,0.0,0.005,0.99,ml_model,True,stationary
48.1,0.0,0.005,0.99,ml_model,True,stationary
48.2,0.0,0.005,0.99,ml_model,True,stationary
48.3,0.0,0.005,0.99,ml_model,True,stationary
48.399,0.0,0.005,0.99,ml_model,True,stationary
48.5,0.0,0.005,0.99,ml_model,True,stationary
48.6,0.0,0.005,0.99,ml_model,True,stationary
48.699,0.0,0.005,0.99,ml_model,True,stationary
48.799,0.0,0.005,0.99,ml_model,True,stationary
48.9,0.0,0.005,0.99,ml_model,True,stationary
49.0,0.0,0.005,0.99,ml_model,True,stationary
49.099,0.0,0.005,0.99,ml_model,True,stationary
49.2,0.0,0.005,0.99,ml_model,True,stationary
49.3,0.0,0.005,0.99,ml_model,True,stationary
49.399,0.0,0.005,0.99,ml_model,True,stationary
49.499,0.0,0.005,0.99,ml_model,True,stationary
49.599,0.0,0.005,0.99,ml_model,True,stationary
49.699,0.0,0.005,0.99,ml_model,True,stationary
49.8,0.0,0.005,0.99,ml_model,True,stationary
49.9,0.0,0.005,0.99,ml_model,True,stationary
50.0,0.0,0.005,0.99,ml_model,True,stationary
50.099,0.0,0.005,0.99,ml_model,True,stationary
50.2,0.0,0.005,0.99,ml_model,True,stationary
50.3,0.0,0.005,0.99,ml_model,True,stationary
50.399,0.0,0.005,0.99,ml_model,True,stationary
50.499,0.0,0.005,0.99,ml_model,True,stationary
50.6,0.0,0.005,0.99,ml_model,True,stationary
50.699,0.0,0.005,0.99,ml_model,True,stationary
50.8,0.0,0.005,0.99,ml_model,True,stationary
50.9,0.0,0.005,0.99,ml_model,True,stationary
50.999,0.0,0.005,0.99,ml_model,True,stationary
51.1,0.0,0.005,0.99,ml_model,True,stationary
51.199,0.0,0.005,0.99,ml_model,True,stationary
51.3,0.0,0.005,0.99,ml_model,True,stationary
51.4,0.0,0.005,0.99,ml_model,True,stationary
51.499,0.0,0.005,0.99,ml_model,True,stationary
51.6,0.0,0.005,0.99,ml_model,True,stationary
51.7,0.0,0.005,0.99,ml_model,True,stationary
51.799,0.0,0.005,0.99,ml_model,True,stationary
51.9,0.0,0.005,0.99,ml_model,True,stationary
52.0,0.0,0.005,0.99,ml_model,True,stationary
